pathway	UCH_02_Basal	UCH_02_Cronico	UCH_02_PosI	UCH_03_Basal	UCH_03_Cronico	UCH_03_PosI	UCH_04_Basal	UCH_04_Cronico	UCH_04_PosI	UCH_05_Basal	UCH_05_Cronico	UCH_05_PosI	UCH_07_Basal	UCH_07_Cronico	UCH_07_PosI	UCH_08_Basal	UCH_08_Cronico	UCH_08_PosI	UCH_09_Basal	UCH_09_Cronico	UCH_09_PosI	UCH_10_Basal	UCH_10_Cronico	UCH_10_PosI	UCH_11_Basal	UCH_11_Cronico	UCH_11_PosI	UCH_12_Basal	UCH_12_Cronico	UCH_12_PosI	UCH_13_Basal	UCH_13_Cronico	UCH_13_PosI	UCH_15_Basal	UCH_15_Cronico	UCH_15_PosI	UCH_16_Basal	UCH_16_Cronico	UCH_16_PosI	UCH_17_Basal	UCH_17_Cronico	UCH_17_PosI	UCH_18_Basal	UCH_18_Cronico	UCH_18_PosI	UCH_19_Basal	UCH_19_Cronico	UCH_19_PosI	UCH_20_Basal	UCH_20_Cronico	UCH_20_PosI	UCH_21_Basal	UCH_21_Cronico	UCH_21_PosI
PWY-922	1.2801	0	0.6871	0.5513	0.3478	4.4545	11.1754	3.9051	16.3335	3.0755	2.3241	3.076	7.6801	3.3067	1.866	0	0	0	0	0	0.5374	1.1141	4.2933	0.8381	1.1853	2.1222	0.8361	5.8422	52.128	9.6829	0	1.3788	5.0754	3.0413	0.7928	3.8973	1.554	0.6605	15.688	2.4313	0	2.954	4.7103	7.0305	5.8264	14.3966	0.781	6.4241	0.6182	2.135	6.7037	1.8059	10.5553	18.8124
PWY0-1061	1857.4113	1854.1858	3756.1309	3785.2156	3404.9067	4382.9282	2886.8694	1941.066	4211.1611	820.8852	2484.2306	1351.4462	2312.8965	1455.8784	3103.4912	3229.3855	1267.0474	1046.9495	2021.7051	721.4363	1481.8758	1648.5806	2767.8602	774.9378	3087.8999	2152.108	1693.8481	3839.9242	3016.8293	3708.0308	3188.3964	2297.7668	2404.8381	1755.8726	1472.5193	896.0841	955.4466	815.188	1191.6024	1446.0929	1442.4603	1321.5489	2749.3366	2592.0701	2865.7694	3842.6847	433.6074	1616.1482	692.3031	2604.451	2092.8176	1482.5645	2660.8552	2181.4846
PWY0-1241	21.4176	1.6655	41.2605	123.8476	99.6235	166.6398	206.7163	37.4113	38.8106	47.9056	116.123	110.7893	256.3	246.5106	352.9362	656.6921	340.8348	409.9175	273.2021	99.4854	179.4511	278.5136	379.8541	99.9064	87.6973	98.5565	171.0926	162.1495	210.4767	165.767	271.6993	217.5364	228.8793	149.5501	171.5006	58.4298	261.9127	147.8572	328.7714	222.6384	170.7686	142.5187	196.396	151.6566	214.6592	310.0227	76.4679	160.0819	7.6832	24.6033	65.1102	25.6467	47.1226	115.5271
PWY0-1261	162.0765	13.9503	358.4523	244.8658	48.4705	363.8022	2750.5389	1249.0301	2010.3584	436.3099	861.2649	926.8342	1569.5562	1528.7712	2126.5354	3479.7234	2146.8847	2715.0245	3479.3065	1104.1907	1630.0122	3429.7157	2472.6743	801.5228	784.836	890.7046	2502.975	1091.1467	1958.6275	1190.152	2714.1246	2397.0782	2239.907	219.4703	111.8283	230.5668	251.0226	85.229	678.1734	2076.2691	1859.7036	1250.1755	622.8691	354.2363	831.705	2283.4343	810.5414	1798.2044	45.2759	192.5859	501.176	213.777	275.385	905.3803
PWY0-1296	3812.8674	4180.9723	5645.268	8326.3773	9251.0201	8411.766	3580.0522	2822.5245	7022.3467	3191.2285	5101.7652	4720.1529	5245.7754	5342.3242	5973.1856	3119.2826	2837.4444	2271.6026	4393.2588	2453.6808	4084.3682	4275.1202	5480.3226	1318.7466	5202.3584	4368.4816	4703.7207	5953.5708	5466.0355	4918.1908	4986.0259	4044.8318	4795.1719	3786.141	2666.5932	1975.9726	3101.0873	2023.3136	2986.094	5486.7711	5579.1058	5194.5223	5260.7994	5849.4082	5925.1224	6292.0467	967.8587	3022.4952	1741.8443	3682.0426	4039.148	3956.941	7114.2396	6895.7107
PWY0-1297	3306.8225	3378.4815	5273.0522	6386.8081	6605.1875	6074.3125	2930.8653	2068.7781	5193.4072	2250.0577	3996.0886	3907.644	4667.3208	4469.6508	4530.1677	2963.6431	2934.2655	2256.4239	3469.2425	1712.3766	3308.7353	3130.0252	4287.3485	1106.8657	4429.0928	3712.3159	3921.4986	4590.599	4236.8493	4045.6405	4290.6213	3305.1334	3979.4031	3115.1212	2292.3802	2275.649	2566.3719	1702.45	2241.4863	4494.454	4586.1887	4314.304	4722.4243	5210.3285	5064.1838	5360.7292	823.524	2287.3821	1531.3603	3423.073	3761.7508	3069.7128	6249.2888	6303.7062
PWY0-1298	3217.4675	2928.9956	5108.3751	5441.162	5098.7642	5367.8935	2926.1548	2101.6362	4412.1841	2287.424	3132.2736	2945.8123	4554.0887	4409.0577	4479.7479	2935.4567	3026.8445	2247.7161	3476.4089	1693.5341	3065.4291	3127.8528	4021.4121	1100.5117	4326.6845	3654.2274	3884.1259	4204.5553	4188.1842	3961.3748	4149.3598	3293.1105	3928.7092	3002.8806	2230.4001	5220.4585	2527.7295	1682.8581	2242.9362	4376.2319	4464.0972	4195.3768	4526.215	5018.4666	4881.4267	5286.9921	821.4421	2307.3305	1512.3335	3339.3814	3654.064	2840.2217	5707.5122	5784.7446
PWY0-1319	5697.2675	5609.314	8019.4937	10412.3788	11492.7517	10895.5977	5917.663	5825.127	10270.8381	7624.7619	7341.5724	7832.4261	8053.3079	7595.8463	8474.4474	6020.354	6781.3446	5439.212	7260.9863	5218.4792	7802.8738	6262.4541	7599.054	2135.7704	7067.7241	6311.6456	7398.9781	8080.0325	7670.6583	6770.4354	7935.2063	6533.7713	7117.4091	4914.5629	3590.2913	6722.6997	4370.9447	3375.6423	4520.3577	7300.3294	7740.1043	7292.8059	7188.03	8115.5424	7712.8749	8357.8359	2014.701	4988.7923	3638.6338	5901.279	6336.9049	4670.7112	7307.0323	7044.3522
PWY0-1338	0	0	0	0	0.25	0.5	1.2496	0	0	0.25	0	0	7.7297	0.25	0.4999	26.4542	1.4974	17.687	4.7417	0	0	0	3.4963	12.0853	0	0	1.9975	0	0	0.25	0	0.4999	2.4976	0	0	0.4997	0	0	0.4997	0	0	0	4.4918	2.7474	1.2494	0	0	0.7497	0	0	0.25	0	0.25	1.2493
PWY0-1415	19.0341	2.9474	35.4988	6.2442	1.4607	15.7392	14.8224	8.7078	9.1638	6.0601	19.7731	19.1676	90.0527	94.5728	116.8727	750.4996	23.3227	77.743	14.8858	2.7804	9.1418	0	149.7549	83.5849	3.224	20.3746	48.7636	18.0121	42.5826	56.8536	1.2882	9.0945	29.9955	14.5996	10.4057	16.5087	30.9936	13.9667	58.8972	50.8746	61.3754	61.3984	41.1415	22.0292	30.6967	0.8531	0.3948	9.913	0.8554	6.5409	1.016	13.4028	32.0589	94.4163
PWY0-1479	103.7173	11.2341	164.6076	22.9537	3.685	28.7725	88.7906	29.0861	54.5695	39.4318	129.14	81.6746	99.2241	62.7264	206.5806	1127.3969	34.4884	86.4121	43.1252	37.6995	30.0389	40.5661	341.1167	159.7058	46.4648	121.4108	152.0402	110.7738	57.0001	119.9321	15.4091	85.4742	48.1379	19.1841	3.0511	12.5228	42.7489	28.0296	68.1952	48.8122	22.965	17.4179	93.2666	44.3648	11.2408	13.2922	3.8052	28.8676	3.3291	15.0473	22.5402	17.0869	53.2873	156.7347
PWY0-1533	82.4133	13.747	172.1487	28.9552	20.3087	34.8859	177.2882	14.1046	17.9982	30.6709	38.0301	13.9869	68.115	42.7131	106.9659	857.3317	445.1676	239.9949	19.0134	27.0789	20.9036	60.4865	186.954	82.8987	29.5872	43.7657	41.3844	149.8246	117.0353	113.4169	130.6424	55.5988	77.399	85.798	88.6658	87.6143	24.4426	30.069	30.0925	85.1228	96.042	60.5808	78.6523	59.5109	31.9915	67.1328	2.0259	24.8064	7.3686	26.0774	110.3747	17.0253	42.9212	87.7107
PWY0-1586	4429.7944	4240.4633	6611.4461	9550.6251	11393.5251	10808.8474	4432.4815	2874.472	10225.113	1935.1815	6732.4639	4022.5412	5963.1903	4239.3188	6399.3376	5784.2655	5794.5631	4253.7661	4107.4082	2148.4663	5078.2771	3892.721	5733.9354	776.637	4925.8846	3350.9237	3385.8803	8205.0612	6192.3421	6146.634	6470.0168	3770.7376	5035.7721	3847.438	2662.5066	1625.1155	2569.3376	1647.3401	2773.7153	4994.7445	5851.1659	5305.2013	5161.2207	6474.149	5683.0835	6367.9206	1172.8692	2578.3752	2328.2532	4594.4903	4754.1669	3914.4633	4212.9079	2738.5836
PWY0-162	731.3734	661.9912	1454.4895	1572.9691	848.7362	1241.9952	3516.6573	5205.5633	2761.7979	5999.6226	3708.2884	6168.8304	4218.3654	5127.3566	4244.6681	2607.4507	2276.8905	2940.5231	4992.2671	4342.2322	5608.3788	3053.5572	3520.2534	1824.016	3196.4442	4040.2133	5376.6369	863.452	3140.1052	1590.6866	4489.4014	4939.6743	4722.3716	990.3093	1077.3965	789.6818	1204.6854	982.0891	1736.2882	2835.5683	2921.2294	3195.3163	2765.8343	2262.9312	1564.3696	4589.7863	1613.4628	4016.1398	624.2637	1762.565	1467.8113	333.3031	694.4893	457.2827
PWY0-166	725.3735	638.197	1427.0726	1494.2668	850.5871	1198.4186	2372.5636	1857.3096	2163.0181	2950.5741	2008.5272	2905.7688	3581.4293	4301.0902	3229.1792	2239.5153	2098.5352	2511.8778	3404.1323	1501.1499	3702.5475	2222.8675	2763.8998	1241.4034	2659.8963	3155.7358	4101.8506	857.2234	2568.6737	1520.1321	3930.6465	3550.9103	3736.2258	950.9047	988.9761	758.4212	1062.4962	830.4438	1373.7887	2486.5071	2544.749	2768.3108	2531.9363	2104.3206	1518.3514	3536.9666	803.5262	2291.6147	569.0933	1597.224	1383.4485	348.8556	738.3185	493.8382
PWY0-42	0	0	1.14	1.14	0.3158	0.328	3.4509	0	0.29	0.3158	1	0	0.3585	0.4592	9.3673	505.8488	7.2111	16.0315	0	1.29	0	0	75.4037	37.3172	0.14	5	0	2.43	0.71	2.3274	0.43	0.7651	1.4685	0.57	0.29	1.2025	0.29	0.29	0.1643	0.43	0.29	0.71	0.3559	0.5164	0	0.29	0.14	1.6619	0.29	0.29	0.1587	5.14	14.1796	43.9064
PWY0-781	1827.3891	896.5325	2192.1187	1391.9718	1453.5433	1342.2801	2037.4319	1093.6793	1617.6804	295.1405	1394.0596	909.9774	2089.9023	2099.3791	1647.2132	2683.5698	1100.2104	1253.0976	824.8631	357.1623	933.2933	694.1829	1891.9883	540.0631	1155.3659	1378.0998	1002.2259	1570.9656	997.8309	2167.7255	2200.4961	1426.0626	1991.7352	473.4664	428.8965	467.8739	565.9986	403.9818	815.0527	1338.3136	1322.28	1944.2666	2450.7361	1705.5427	1738.8003	1075.9617	119.8267	382.6893	407.2129	1532.5226	1084.6168	404.2771	1011.1307	2750.4478
PWY0-845	127.3715	44.1166	174.2151	209.7957	35.7802	88.8994	2169.005	3054.2782	971.1671	2428.3639	1340.077	1540.5282	1065.508	1099.4619	1120.4778	1477.1373	979.8333	1547.8604	2256.1524	2331.5372	1536.1414	2187.677	1178.1722	773.7909	764.8868	2004.0379	1657.36	303.2583	1259.6096	346.3785	1170.8984	1566.704	1079.7273	126.7754	190.4285	164.3155	175.6563	96.8659	357.0523	976.4536	635.6348	692.9768	504.7069	275.0058	272.494	1191.3202	1124.7896	1792.5421	58.3215	307.792	325.2915	90.6258	114.1959	193.4295
PWY0-862	2694.3919	3549.8419	1131.4304	806.8963	348.7195	250.5698	3606.2853	6509.3334	2823.4706	11444.4169	3165.2388	9068.6616	3430.4962	5211.2782	4862.5483	2960.0552	2327.9425	3154.4604	6772.5405	6232.2069	8010.2961	3238.7855	3917.8969	2679.8132	3338.9996	3048.9758	7183.5485	402.8841	2321.4442	954.0755	4583.4413	6564.75	5337.1063	284.4036	477.2776	597.8308	3065.2913	3524.5351	3609.2896	2380.6388	2700.7967	2036.2873	1744.4798	1272.4093	946.7134	5760.2859	2206.4995	5558.5689	4022.6963	3587.0718	3012.4883	334.9657	523.2923	2233.4004
PWY490-3	1015.5479	1107.8742	1528.8341	2301.4452	1439.9061	1627.4681	661.4849	602.8558	868.8515	1086.3457	556.9675	1187.7494	1980.1613	2369.8157	1864.5458	455.4053	398.7611	305.5667	1355.2954	445.1079	730.0236	1427.4838	1806.6108	577.2659	2156.4466	1965.8001	2180.3372	1408.9503	1583.261	1817.4469	1076.3225	972.772	1234.204	1780.4906	1185.8295	545.9838	1412.5053	744.7905	962.829	2448.4176	2315.8213	2235.7202	2548.5695	2525.8819	2860.8649	815.0757	88.7517	622.5904	486.4274	1423.2153	1916.7319	594.354	852.2176	1433.545
PWY4FS-7	5324.5983	5208.4953	7401.5837	9367.1658	10371.5695	9759.4	5341.1686	4532.3166	8970.3075	5610.4121	6428.437	5770.9705	6894.1652	6266.2916	7166.8705	4948.7075	6182.0847	4889.6983	5892.8706	4120.5537	5957.122	5495.2416	6476.836	1757.1378	6061.6124	5514.5842	5883.2624	7252.0714	6717.7174	6143.4892	6771.935	5294.4382	5931.5844	4363.3136	3144.6842	6275.0339	3997.5904	3165.2226	4099.228	6397.6498	6735.4525	6307.0566	6424.4959	7201.5761	6845.714	7462.183	1646.7237	4028.1452	3415.9857	5350.9692	5673.2046	4374.6612	7154.231	6934.3004
PWY4FS-8	5324.5983	5208.4953	7401.5837	9367.1658	10371.5695	9759.4	5341.1686	4532.3166	8970.3075	5610.4121	6428.437	5770.9705	6894.1652	6266.2916	7166.8705	4948.7075	6182.0847	4889.6983	5892.8706	4120.5537	5957.122	5495.2416	6476.836	1757.1378	6061.6124	5514.5842	5883.2624	7252.0714	6717.7174	6143.4892	6771.935	5294.4382	5931.5844	4363.3136	3144.6842	6275.0339	3997.5904	3165.2226	4099.228	6397.6498	6735.4525	6307.0566	6424.4959	7201.5761	6845.714	7462.183	1646.7237	4028.1452	3415.9857	5350.9692	5673.2046	4374.6612	7154.231	6934.3004
PWYG-321	2817.5296	2990.5472	1310.9895	931.455	389.8628	293.1092	4039.8933	7061.2907	3195.2595	12044.8823	3542.7401	9649.4242	3874.9525	5756.4093	5353.0455	3255.8843	2617.2783	3503.4373	7342.6503	6646.1651	8575.7389	3641.0253	4323.2683	2864.6587	3709.7542	3447.9074	7724.694	478.343	2663.4719	1114.1205	5092.4628	7081.3791	5857.4683	332.2513	548.0447	684.694	2674.997	3042.3985	3582.9522	2702.0408	3044.5931	2340.3587	2001.0229	1466.5584	1088.5374	6299.8529	2362.3008	5982.0758	3437.9548	3818.396	3144.6732	377.8572	584.6738	2086.1951
PYRIDNUCSAL-PWY	4284.2416	4245.2473	5899.6102	7321.1643	8127.1794	7655.4334	5121.8978	5592.462	7578.4103	7079.5694	5739.0714	6825.8506	5255.3548	5291.568	6283.7541	3683.2895	4880.1505	4090.0129	6159.2098	5082.3138	6554.8813	4995.9004	5531.9777	1850.1541	5052.7393	4808.9962	5900.6415	5674.6704	5451.5512	4712.4848	5734.8405	5610.1243	5371.3884	3016.194	2295.7254	2478.0529	3058.5485	2748.1431	3442.3335	4895.26	5229.4435	4638.8283	4558.6374	5030.7417	4718.14	6708.8245	2022.2147	4632.2092	2946.8602	4262.5388	4162.5509	3223.355	4536.372	4238.7565
PYRIDNUCSYN-PWY	3902.8179	4003.2187	5444.2076	6856.3766	7795.9602	7286.2786	4750.4416	5370.6897	7483.2505	6926.8249	5496.9794	6650.057	5558.1299	5281.2894	5980.4678	3899.703	4753.9734	3968.9456	5997.6322	4808.1759	6588.3614	4696.8498	5235.7042	1752.1261	4760.1996	4492.6042	5610.741	5392.8789	5271.6976	4322.8342	5404.4047	5427.9364	5308.1412	2830.3851	2135.1846	5409.1633	2842.109	2600.0791	3195.7073	4676.9856	5077.266	4775.4471	4124.6052	4977.5731	4500.2814	6359.28	1871.8285	4442.4916	2970.453	4124.1489	4214.5003	3073.0785	4374.7206	4041.6786
PYRIDOXSYN-PWY	90.8702	32.8521	130.0559	149.0321	25.4901	63.051	1752.95	2695.8589	709.5276	2061.7156	1006.2945	1258.0649	820.524	874.2815	862.3576	1067.2762	701.9125	1199.5433	1861.9414	2106.1927	1254.5778	1738.4412	893.0623	644.9754	585.1572	1584.6444	1341.7122	202.4244	921.5535	245.292	919.8991	1280.9086	858.4897	87.5894	135.319	116.3023	117.9099	72.3377	255.457	732.5597	480.2522	526.4632	372.5102	204.2758	194.6217	927.8526	1057.7972	1513.5237	44.619	230.6148	237.902	61.5779	80.7315	124.3006
REDCITCYC	174.2075	24.4173	508.1611	201.8617	69.1	237.619	347.7373	6.9956	13.9823	66.2007	144.8006	20.9664	79.9448	52.2774	162.2341	1473.8277	1067.9287	459.113	13.286	4.5129	24.4526	97.0608	264.7764	153.4538	41.8335	27.9245	27.9393	342.984	252.5616	283.0263	359.6599	100.6185	168.958	300.398	245.002	199.5192	52.0667	79.3348	79.5407	175.4274	249.057	158.435	178.6622	148.217	185.2446	182.7104	6.9867	34.8676	13.9664	52.1687	218.055	38.0248	58.6388	152.1646
RHAMCAT-PWY	1141.1713	1472.9972	1194.2934	1093.0726	637.371	904.1135	3292.2479	5523.2057	2362.4905	7316.9316	3165.5142	5804.7121	2423.8886	3036.2609	3308.5653	1529.3464	1329.1506	2080.2584	4428.15	4329.3656	4614.7244	2877.7125	2718.04	1721.3337	2810.5556	3051.6352	4150.8585	812.6196	2347.4102	941.7862	3087.1834	4314.1516	3319.4495	404.1789	541.1642	427.1401	1189.193	1578.8752	1602.4835	1713.4111	1769.5293	1643.2883	1608.2686	1400.2969	1021.3467	4531.6746	1780.8473	3915.277	1667.587	1771.7368	1362.9591	444.2057	633.7993	1418.4445
RIBOSYN2-PWY	3574.0882	3629.699	4577.1072	6084.8595	7097.5347	6648	4887.3907	6207.5185	7097.5258	8488.9009	5809.8277	7969.3213	5064.7108	5528.1239	6140.9721	3056.7036	3866.6332	3574.1282	6339.8235	5630.6173	6934.8077	4809.7363	5273.0501	2035.8251	4542.8451	4362.6898	5920.4792	4850.5851	4856.1928	3820.5928	5337.3938	5709.3297	5396.5554	2359.8415	1907.0138	5280.1445	2629.7615	2533.3075	3154.3374	4285.4882	4457.8704	4236.3347	3699.5563	4092.5146	3699.9848	6211.9086	2052.2153	4942.2574	2659.4889	3473.2152	3236.8994	2543.3435	2995.0655	2600.2748
RUMP-PWY	185.7112	175.8746	579.5211	518.7767	275.6187	274.8402	20.9113	2.9987	0	0	0	0	264.0016	295.5218	177.8917	83.6221	80.0937	78.5505	2.9985	0	0	0	173.7387	0	0	0	0	29.432	142.1254	155.0975	0	0	0	28.5753	23.2258	28.3242	17.373	43.4815	51.1741	185.6334	410.3182	236.764	64.2163	38.1258	71.0621	0	0	0	0	5.9823	0	5.9253	0	0
SALVADEHYPOX-PWY	1445.8932	1633.2166	2589.0469	2766.8373	2326.5681	3027.2895	1540.9311	1165.6615	2988.0434	826.03	2074.1627	2365.9015	1553.0588	1191.9022	1688.8616	1819.4665	2720.3414	2711.7233	1369.7952	505.3917	890.017	1637.5749	1525.7019	545.3397	2149.883	1026.9222	770.438	1646.7496	1803.7879	1314.383	3817.6906	1066.9811	1434.3532	1340.0139	941.3025	1278.2221	578.3465	864.0776	859.0471	1173.0864	953.265	1520.4406	1882.3915	1608.5645	1570.2355	2306.7948	253.8912	1088.3357	605.1665	932.97	852.2056	1101.9042	1758.4235	787.1248
SER-GLYSYN-PWY	4878.23	4758.8196	6877.3266	8418.3023	8940.5062	8665.7314	5469.3896	5821.0573	8227.3039	7503.8059	6124.424	7174.2555	6910.0882	6848.9559	7251.2391	4708.8736	6003.692	5046.1876	6785.2059	5132.0009	7069.7564	5593.0634	6385.5744	2116.04	6149.5086	5738.279	6886.0719	6510.2732	6403.3873	5593.3947	7143.9447	6235.5725	6389.8475	4100.4075	3035.9651	5825.873	3824.056	3118.4454	3937.9682	6214.1114	6492.5875	6134.3518	6210.6938	6814.3508	6445.902	7552.4731	2004.2387	4930.3908	3361.5999	5169.6765	5436.2523	3794.606	6162.3249	6157.3904
SO4ASSIM-PWY	249.9953	181.0359	503.583	399.687	83.5393	184.1234	570.6936	212.9592	631.0363	1314.2429	506.0696	662.2931	1665.2607	2297.1611	1542.2557	1176.1138	713.6653	814.6189	1369.3284	313.4404	694.206	1291.7101	1454.7508	687.6723	1478.0511	1677.3353	2128.3966	365.6068	1284.9179	579.0297	1292.0715	1205.0039	1591.7067	210.2638	319.3452	244.9377	255.9679	289.6017	522.3919	1356.5694	1297.2069	1177.7578	868.3814	589.6662	372.5568	735.2051	59.0387	653.7397	277.3121	759.0221	618.0459	134.7246	214.5427	214.163
SULFATE-CYS-PWY	528.4824	389.2349	1037.4919	847.1144	185.7383	403.2525	1146.1153	460.3139	1298.0926	2439.551	1034.9259	1339.5967	2835.3035	3593.5603	2722.3485	2009.5071	1400.0545	1541.6556	2491.4091	659.5559	1394.942	2296.1589	2533.526	1110.9796	2535.7581	2736.7515	3435.4808	765.6943	2288.9789	1144.0306	2370.4956	2196.6007	2724.8579	440.9495	626.0961	497.5893	526.3014	584.2234	1007.888	2359.582	2283.6255	2116.5341	1626.4456	1179.5901	774.1026	1472.2942	128.7134	1275.0453	566.6973	1420.9	1186.8676	289.4005	458.8093	454.7757
TCA	1815.5411	870.7172	1737.7779	1090.9974	494.2644	740.3057	3813.386	5113.3353	1572.9918	5635.6618	3344.9068	3709.8981	3834.0924	4435.4557	2492.0455	2717.2327	1954.2977	2962.2813	1978.7711	2513.1712	2127.1083	2300.9356	2414.4945	1650.406	2272.3192	4205.2787	3510.4214	1242.4712	2770.1231	1959.3042	3367.8366	3209.2412	3579.0273	553.105	597.3862	612.0328	1046.0481	713.3804	1271.4948	2366.4784	1758.9777	2931.4867	2518.6599	1803.7553	1268.4502	1533.4684	961.4717	2472.724	450.6477	1935.1285	1197.6431	255.2848	457.3632	765.4616
TCA-GLYOX-BYPASS	0	0	4.0447	5.0348	2.1821	3.0609	15.6408	0	0.8697	1.4697	2.9982	0	28.8273	2.8321	40.2542	1154.1632	33.1804	116.605	11.3564	3.866	0	0	247.3146	129.3939	0.4199	14.9644	4.7956	8.0399	2.823	9.3715	1.9329	4.9653	14.6968	2.5343	1.2866	6.6424	1.299	1.2687	2.3982	1.9318	1.3024	3.1896	17.2171	11.6987	4.4666	1.2492	0.4199	6.4986	1.26	1.275	1.5196	14.8231	40.4815	120.1001
TEICHOICACID-PWY	833.3095	670.4811	1802.1357	1669.8959	1214.2993	1429.3577	1014.6886	189.7643	523.2319	192.1705	798.7077	316.8171	547.3679	462.7953	946.2184	607.1697	332.0278	379.789	361.9063	176.569	369.1985	469.8167	897.4776	225.8568	696.1591	664.569	413.5353	976.0275	712.2585	823.1331	394.87	524.5698	612.3101	610.1424	542.3093	280.9841	228.8969	280.3485	428.8649	489.6928	606.1712	494.4876	585.0065	478.0096	783.2781	866.2814	53.3036	297.2683	192.1096	617.3634	502.524	383.7446	578.0065	497.5418
THISYN-PWY	1726.0682	2148.8335	2996.0072	1069.1107	623.1828	1148.25	3749.1032	5642.783	2474.0902	7555.3063	2808.0249	6005.2134	3387.0698	3993.9435	3576.0911	2157.6861	2313.937	3109.7283	5237.8963	5088.96	5692.7667	3487.2488	2954.7855	1723.5737	2567.3138	3435.4682	4859.2762	935.8114	2541.6181	1259.3593	3961.8346	4681.8222	3850.6203	564.2144	735.8707	622.6683	2000.5047	2400.3412	2582.7733	2377.9655	2193.5843	2472.1665	1856.1441	1548.7706	1367.6217	3947.7113	1968.4733	4209.9967	2632.7771	2208.5368	1890.3411	290.2526	466.3262	1160.7913
THREOCAT-PWY	0	0	5.6839	5.8786	1.5041	1.5055	14.8664	0	1.4984	1.2123	5.0308	0	1.5035	2.2265	45.2006	1200.5417	28.0102	52.9486	0	6.0897	0	0	276.6175	116.604	0.7149	21.7142	0	12.3179	3.6605	11.5769	2.2212	3.5973	6.5055	2.949	1.5043	5.7622	1.5044	1.5025	0.7272	2.2051	1.4916	3.6332	1.5051	2.2297	0	1.5006	0.6686	7.7554	1.4568	1.4462	0.7184	20.6867	57.1566	141.3201
THRESYN-PWY	5031.0586	4988.0026	7068.6171	8242.6919	8867.2906	8517.2193	6098.7805	6745.7795	8528.6426	8826.2096	6583.2379	8389.3191	6892.1848	7057.4935	7535.936	4956.1491	6435.9952	5627.6133	7468.7992	5935.2588	7834.0619	6030.0627	6604.1545	2377.5857	6138.3494	5976.8601	7410.9011	6384.9987	6656.0922	5495.5563	8094.1074	7067.1633	7028.1316	3656.1232	2838.2904	6163.9842	3856.3066	3455.4141	4210.691	5986.0746	6293.2633	5978.2385	6100.4642	6152.5829	5803.5092	8251.1532	2380.8757	5617.9621	3619.5424	5200.9332	5084.4696	3838.9337	6445.1182	6246.0146
TRNA-CHARGING-PWY	4775.364	4684.4429	6692.4265	8211.2269	8854.2776	8485.5625	5354.6288	5794.63	8116.7368	7605.4855	6043.2139	7320.7572	6813.3752	6729.6293	7068.4721	4748.4489	5937.8453	4993.1083	6746.3502	5167.4653	7125.618	5503.3833	6251.4371	2116.0965	5920.4428	5568.8886	6804.2841	6327.1206	6281.6705	5501.9419	7105.8173	6247.5399	6354.1652	3938.6863	2915.7505	5848.7651	3768.3632	3132.489	3935.6818	6074.4542	6367.2294	6067.1788	6028.4351	6633.4991	6248.4941	7393.981	2030.6602	4916.4812	3335.8176	5006.0767	5277.9263	3755.1855	6181.976	6071.8782
TRPSYN-PWY	3980.9819	3994.5764	5165.9522	6463.2634	8021.5583	7157.5496	5053.0066	5887.9452	7917.5269	7287.7619	6057.8889	7392.6563	5055.9905	4800.0197	5995.3106	4019.531	4631.0438	3858.8988	5931.6331	4974.9777	6781.899	4681.0114	5204.0165	1786.1326	4500.7741	4153.8815	5365.1068	5271.3541	4991.2927	4090.4831	5110.592	5449.3825	5238.5392	2407.5249	1859.3272	5748.9469	2622.475	2614.7717	3238.8991	4202.252	4715.2884	4275.8334	3707.2791	4398.3608	3776.7815	6804.3374	2066.5602	4564.0198	3125.7011	4066.4996	4034.5748	3402.7676	5693.0102	5305.1482
UBISYN-PWY	0	0	2.7239	2.7207	1.1709	1.6485	10.0057	0	0.6936	1.1495	2.359	0	15.4688	1.5111	22.5769	746.5475	19.3405	65.9404	8.9902	3.084	0	0	153.408	74.2303	0.3358	11.8463	3.8198	5.7111	1.7003	5.9136	1.0315	2.6582	7.8629	1.3617	0.6949	3.6799	0.6948	0.6949	1.2925	1.0311	0.6954	1.7024	9.2588	6.272	2.3929	0.6945	0.3328	5.1387	0.6934	0.6948	0.8145	11.0264	29.2396	74.2757
UDPNAGSYN-PWY	3675.9828	3224.7558	5140.6076	6539.5842	7611.6433	6622.7589	2602.4843	924.0898	5952.176	2165.0844	3883.5964	3476.2371	4715.9615	4271.1626	4428.0783	3643.9931	4493.8202	3169.0806	3152.6736	1227.1927	3644.3059	3166.6354	4201.3068	863.2391	3575.5728	2975.8562	3472.3156	4695.0588	4139.2899	3842.979	4013.7431	2721.2277	3510.4883	3128.4652	2106.9886	5360.959	2503.5359	1663.5992	2455.9606	4403.052	4667.5993	4640.0298	4487.1113	5137.7773	4779.4686	3598.6457	482.6333	1765.2021	1860.643	3248.5012	3645.4208	3144.0081	5314.1777	5021.7383
